id#			ADC_ch		ECAL_ch		x(mm)		y(mm)
==============================================================================
0x7a8deee		14		206		46.525		10.075
0x7a8deee		7		199		42.525		10.075
0x7a8deee		15		207		38.525		10.075
0x7a8deee		8		200		46.525		6.075
0x7a8deee		16		208		42.525		6.075
0x7a8deee		26		218		38.525		6.075
0x7a8deee		19		211		46.525		2.075
0x7a8deee		25		217		42.525		2.075
0x7a8deee		18		210		38.525		2.075
0x7a8deee		27		219		26.375		14.225
0x7a8deee		20		212		30.375		14.225
0x7a8deee		28		220		34.375		14.225
0x7a8deee		21		213		26.375		18.225
0x7a8deee		29		221		30.375		18.225
0x7a8deee		22		214		34.375		18.225
0x7a8deee		30		222		26.375		22.225
0x7a8deee		23		215		30.375		22.225
0x7a8deee		31		223		34.375		22.225
0x7a8deee		2		194		34.375		10.075
0x7a8deee		10		202		30.375		10.075
0x7a8deee		3		195		26.375		10.075
0x7a8deee		11		203		34.375		6.075
0x7a8deee		4		196		30.375		6.075
0x7a8deee		12		204		26.375		6.075
0x7a8deee		5		197		34.375		2.075
0x7a8deee		13		205		30.375		2.075
0x7a8deee		6		198		26.375		2.075
0x7a8deee		24		216		14.225		14.225
0x7a8deee		32		224		18.225		14.225
0x7a8deee		49		241		22.225		14.225
0x7a8deee		57		249		14.225		18.225
0x7a8deee		50		242		18.225		18.225
0x7a8deee		58		250		22.225		18.225
0x7a8deee		51		243		14.225		22.225
0x7a8deee		59		251		18.225		22.225
0x7a8deee		52		244		22.225		22.225
0x7a8deee		45		237		22.225		10.075
0x7a8deee		38		230		18.225		10.075
0x7a8deee		46		238		14.225		10.075
0x7a8deee		39		231		22.225		6.075
0x7a8deee		47		239		18.225		6.075
0x7a8deee		40		232		14.225		6.075
0x7a8deee		48		240		22.225		2.075
0x7a8deee		1		193		18.225		2.075
0x7a8deee		9		201		14.225		2.075
0x7a8deee		60		252		2.075		14.225
0x7a8deee		53		245		6.075		14.225
0x7a8deee		61		253		10.075		14.225
