id#			ADC_ch		ECAL_ch		x(cm)		y(cm)
==============================================================================
0x030D-8357		34		34		14.225		2.075
0x030D-8357		41		41		18.225		2.075
0x030D-8357		33		33		22.225		2.075
0x030D-8357		43		43		14.225		6.075
0x030D-8357		35		35		18.225		6.075
0x030D-8357		42		42		22.225		6.075
0x030D-8357		37		37		14.225		10.075
0x030D-8357		44		44		18.225		10.075
0x030D-8357		36		36		22.225		10.075
0x030D-8357		48		48		14.225		14.225
0x030D-8357		1		1		18.225		14.225
0x030D-8357		9		9		22.225		14.225
0x030D-8357		39		39		14.225		18.225
0x030D-8357		47		47		18.225		18.225
0x030D-8357		40		40		22.225		18.225
0x030D-8357		45		45		14.225		22.225
0x030D-8357		38		38		18.225		22.225
0x030D-8357		46		46		22.225		22.225
0x030D-8357		61		61		14.225		26.375
0x030D-8357		53		53		18.225		26.375
0x030D-8357		60		60		22.225		26.375
0x030D-8357		63		63		14.225		30.375
0x030D-8357		62		62		18.225		30.375
0x030D-8357		54		54		22.225		30.375
0x030D-8357		56		56		14.225		34.375
0x030D-8357		64		64		18.225		34.375
0x030D-8357		55		55		22.225		34.375
0x030D-BFAC		3		131		26.375		2.075
0x030D-BFAC		10		138		30.375		2.075
0x030D-BFAC		2		130		34.375		2.075
0x030D-BFAC		12		140		26.375		6.075
0x030D-BFAC		4		132		30.375		6.075
0x030D-BFAC		11		139		34.375		6.075
0x030D-BFAC		6		134		26.375		10.075
0x030D-BFAC		13		141		30.375		10.075
0x030D-BFAC		5		133		34.375		10.075
0x030D-BFAC		19		147		26.375		14.225
0x030D-BFAC		25		153		30.375		14.225
0x030D-BFAC		18		146		34.375		14.225
0x030D-BFAC		8		136		26.375		18.225
0x030D-BFAC		16		144		30.375		18.225
0x030D-BFAC		26		154		34.375		18.225
0x030D-BFAC		14		142		26.375		22.225
0x030D-BFAC		7		135		30.375		22.225
0x030D-BFAC		15		143		34.375		22.225
0x030D-BFAC		49		177		26.375		26.375
0x030D-BFAC		32		160		30.375		26.375
0x030D-BFAC		24		152		34.375		26.375
0x030D-BFAC		58		186		26.375		30.375
0x030D-BFAC		50		178		30.375		30.375
0x030D-BFAC		57		185		58.675		30.375
0x030D-BFAC		52		180		26.375		34.375
0x030D-BFAC		59		187		30.375		34.375
0x030D-BFAC		51		179		34.375		34.375
0x030D-BFAC		30		158		26.375		38.525
0x030D-BFAC		23		151		30.375		38.525
0x030D-BFAC		31		159		34.375		38.525
0x030D-BFAC		21		149		26.375		42.525
0x030D-BFAC		29		157		30.375		42.525
0x030D-BFAC		22		150		34.375		42.525
0x030D-BFAC		27		155		26.375		46.525
0x030D-BFAC		20		148		30.375		46.525
0x030D-BFAC		28		156		34.375		46.525
0x030D-BFAC		34		162		38.525		2.075
0x030D-BFAC		41		169		42.525		2.075
0x030D-BFAC		33		161		46.525		2.075
0x030D-BFAC		43		171		38.525		6.075
0x030D-BFAC		35		163		42.525		6.075
0x030D-BFAC		42		170		46.525		6.075
0x030D-BFAC		37		165		38.525		10.075
0x030D-BFAC		44		172		42.525		10.075
0x030D-BFAC		36		164		46.525		10.075
0x030D-BFAC		48		176		38.525		14.225
0x030D-BFAC		1		129		42.525		14.225
0x030D-BFAC		9		137		46.525		14.225
0x030D-BFAC		39		167		38.525		18.225
0x030D-BFAC		47		175		42.525		18.225
0x030D-BFAC		40		168		46.525		18.225
0x030D-BFAC		45		173		38.525		22.225
0x030D-BFAC		38		166		42.525		22.225
0x030D-BFAC		46		174		46.525		22.225
0x030D-BFAC		61		189		38.525		26.375
0x030D-BFAC		53		181		42.525		26.375
0x030D-BFAC		60		188		46.525		26.375
0x030D-BFAC		63		191		38.525		30.375
0x030D-BFAC		62		190		42.525		30.375
0x030D-BFAC		54		182		46.525		30.375
0x030D-BFAC		56		184		38.525		34.375
0x030D-BFAC		64		192		42.525		34.375
0x030D-BFAC		55		183		46.525		34.375
0x030D-A830		3		67		50.675		2.075
0x030D-A830		10		74		54.675		2.075
0x030D-A830		2		66		58.675		2.075
0x030D-A830		12		76		50.675		6.075
0x030D-A830		4		68		54.675		6.075
0x030D-A830		11		75		58.675		6.075
0x030D-A830		6		70		50.675		10.075
0x030D-A830		13		77		54.675		10.075
0x030D-A830		5		69		58.675		10.075
0x030D-A830		19		83		50.675		14.225
0x030D-A830		25		89		54.675		14.225
0x030D-A830		18		82		58.675		14.225
0x030D-A830		8		72		50.675		18.225
0x030D-A830		16		80		54.675		18.225
0x030D-A830		26		90		58.675		18.225
0x030D-A830		14		78		50.675		22.225
0x030D-A830		7		71		54.675		22.225
0x030D-A830		15		79		58.675		22.225
0x030D-A830		49		113		50.675		26.375
0x030D-A830		32		96		54.675		26.375
0x030D-A830		24		88		58.675		26.375
0x030D-A830		58		122		50.675		30.375
0x030D-A830		50		114		54.675		30.375
0x030D-A830		57		121		58.675		30.375
0x030D-A830		52		116		50.675		34.375
0x030D-A830		59		123		54.675		34.375
0x030D-A830		51		115		58.675		34.375
0x030D-A830		30		94		50.675		38.525
0x030D-A830		23		87		54.675		38.525
0x030D-A830		31		95		58.675		38.525
0x030D-A830		21		85		50.675		42.525
0x030D-A830		29		93		54.675		42.525
0x030D-A830		22		86		58.675		42.525
0x030D-A830		27		91		50.675		46.525
0x030D-A830		20		84		54.675		46.525
0x030D-A830		28		92		58.675		46.525
0x030D-A830		34		98		62.825		2.075
0x030D-A830		41		105		66.825		2.075
0x030D-A830		33		97		70.825		2.075
0x030D-A830		43		107		62.825		6.075
0x030D-A830		35		99		66.825		6.075
0x030D-A830		42		106		70.825		6.075
0x030D-A830		37		101		62.825		10.075
0x030D-A830		44		108		66.825		10.075
0x030D-A830		36		100		70.825		10.075
0x030D-A830		48		112		62.825		14.225
0x030D-A830		1		65		66.825		14.225
0x030D-A830		9		73		70.825		14.225
0x030D-A830		39		103		62.825		18.225
0x030D-A830		47		111		66.825		18.225
0x030D-A830		40		104		70.825		18.225
0x030D-A830		45		109		62.825		22.225
0x030D-A830		38		102		66.825		22.225
0x030D-A830		46		110		70.825		22.225
0x030D-A830		61		125		62.825		26.375
0x030D-A830		53		117		66.825		26.375
0x030D-A830		60		124		70.825		26.375
0x030D-A830		63		127		62.825		30.375
0x030D-A830		62		126		66.825		30.375
0x030D-A830		54		118		70.825		30.375
0x030D-A830		56		120		62.825		34.375
0x030D-A830		64		128		66.825		34.375
0x030D-A830		55		119		70.825		34.375
0x0611-D0E6		3		195		74.975		2.075
0x0611-D0E6		10		202		78.975		2.075
0x0611-D0E6		2		194		82.975		2.075
0x0611-D0E6		12		204		74.975		6.075
0x0611-D0E6		4		196		78.975		6.075
0x0611-D0E6		11		203		82.975		6.075
0x0611-D0E6		6		198		74.975		10.075
0x0611-D0E6		13		205		78.975		10.075
0x0611-D0E6		5		197		82.975		10.075
0x0611-D0E6		19		211		74.975		14.225
0x0611-D0E6		25		217		78.975		14.225
0x0611-D0E6		18		210		82.975		14.225
0x0611-D0E6		8		200		74.975		18.225
0x0611-D0E6		16		208		78.975		18.225
0x0611-D0E6		26		218		82.975		18.225
0x0611-D0E6		14		206		74.975		22.225
0x0611-D0E6		7		199		78.975		22.225
0x0611-D0E6		15		207		82.975		22.225
0x0611-D0E6		49		241		74.975		26.375
0x0611-D0E6		32		224		78.975		26.375
0x0611-D0E6		24		216		82.975		26.375
0x0611-D0E6		58		250		74.975		30.375
0x0611-D0E6		50		242		78.975		30.375
0x0611-D0E6		57		249		82.975		30.375
0x0611-D0E6		52		244		74.975		34.375
0x0611-D0E6		59		251		78.975		34.375
0x0611-D0E6		51		243		82.975		34.375
0x0611-D0E6		30		222		74.975		38.525
0x0611-D0E6		23		215		78.975		38.525
0x0611-D0E6		31		223		82.975		38.525
0x0611-D0E6		21		213		74.975		42.525
0x0611-D0E6		29		221		78.975		42.525
0x0611-D0E6		22		214		82.975		42.525
0x0611-D0E6		27		219		74.975		46.525
0x0611-D0E6		20		212		78.975		46.525
0x0611-D0E6		28		220		82.975		46.525
0x0611-D0E6		34		226		87.125		2.075
0x0611-D0E6		41		233		91.125		2.075
0x0611-D0E6		33		225		95.125		2.075
0x0611-D0E6		43		235		87.125		6.075
0x0611-D0E6		35		227		91.125		6.075
0x0611-D0E6		42		234		95.125		6.075
0x0611-D0E6		37		229		87.125		10.075
0x0611-D0E6		44		236		91.125		10.075
0x0611-D0E6		36		228		95.125		10.075
0x0611-D0E6		48		240		87.125		14.225
0x0611-D0E6		1		193		91.125		14.225
0x0611-D0E6		9		201		95.125		14.225
0x0611-D0E6		39		231		87.125		18.225
0x0611-D0E6		47		239		91.125		18.225
0x0611-D0E6		40		232		95.125		18.225
0x0611-D0E6		45		237		87.125		22.225
0x0611-D0E6		38		230		91.125		22.225
0x0611-D0E6		46		238		95.125		22.225
0x0611-D0E6		61		253		87.125		26.375
0x0611-D0E6		53		245		91.125		26.375
0x0611-D0E6		60		252		95.125		26.375
0x0611-D0E6		63		255		87.125		30.375
0x0611-D0E6		62		254		91.125		30.375
0x0611-D0E6		54		246		95.125		30.375
0x0611-D0E6		56		248		87.125		34.375
0x0611-D0E6		64		256		91.125		34.375
0x0611-D0E6		55		247		95.125		34.375
0x0611-E02D		28		348		14.225		38.525
0x0611-E02D		20		340		18.225		38.525
0x0611-E02D		27		347		22.225		38.525
0x0611-E02D		22		342		14.225		42.525
0x0611-E02D		29		349		18.225		42.525
0x0611-E02D		21		341		22.225		42.525
0x0611-E02D		31		351		14.225		46.525
0x0611-E02D		23		343		18.225		46.525
0x0611-E02D		30		350		22.225		46.525
0x0611-E02D		51		371		14.225		50.675
0x0611-E02D		59		379		18.225		50.675
0x0611-E02D		52		372		22.225		50.675
0x0611-E02D		57		377		14.225		54.675
0x0611-E02D		50		370		18.225		54.675
0x0611-E02D		58		378		22.225		54.675
0x0611-E02D		24		344		14.225		58.675
0x0611-E02D		32		352		18.225		58.675
0x0611-E02D		49		369		22.225		58.675
0x0611-E02D		15		335		14.225		62.825
0x0611-E02D		7		327		18.225		62.825
0x0611-E02D		14		334		22.225		62.825
0x0611-E02D		26		346		14.225		66.825
0x0611-E02D		16		336		18.225		66.825
0x0611-E02D		8		328		22.225		66.825
0x0611-E02D		18		338		14.225		70.825
0x0611-E02D		25		345		18.225		70.825
0x0611-E02D		19		339		22.225		70.825
0x0611-E02D		5		325		14.225		74.975
0x0611-E02D		13		333		18.225		74.975
0x0611-E02D		6		326		22.225		74.975
0x0611-E02D		11		331		14.225		78.975
0x0611-E02D		4		324		18.225		78.975
0x0611-E02D		12		332		22.225		78.975
0x0611-E02D		2		322		14.225		82.975
0x0611-E02D		10		330		18.225		82.975
0x0611-E02D		3		323		22.225		82.975
0x0611-DFC6		55		311		26.375		50.675
0x0611-DFC6		64		320		30.375		50.675
0x0611-DFC6		56		312		34.375		50.675
0x0611-DFC6		54		310		26.375		54.675
0x0611-DFC6		62		318		30.375		54.675
0x0611-DFC6		63		319		34.375		54.675
0x0611-DFC6		60		316		26.375		58.675
0x0611-DFC6		53		309		30.375		58.675
0x0611-DFC6		61		317		34.375		58.675
0x0611-DFC6		46		302		26.375		62.825
0x0611-DFC6		38		294		30.375		62.825
0x0611-DFC6		45		301		34.375		62.825
0x0611-DFC6		40		296		26.375		66.825
0x0611-DFC6		47		303		30.375		66.825
0x0611-DFC6		39		295		34.375		66.825
0x0611-DFC6		9		265		26.375		70.825
0x0611-DFC6		1		257		30.375		70.825
0x0611-DFC6		48		304		34.375		70.825
0x0611-DFC6		36		292		26.375		74.975
0x0611-DFC6		44		300		30.375		74.975
0x0611-DFC6		37		293		34.375		74.975
0x0611-DFC6		42		298		26.375		78.975
0x0611-DFC6		35		291		30.375		78.975
0x0611-DFC6		53		299		34.375		78.975
0x0611-DFC6		33		289		26.375		82.975
0x0611-DFC6		41		297		30.375		82.975
0x0611-DFC6		34		290		34.375		82.975
0x0611-DFC6		28		284		38.525		38.525
0x0611-DFC6		20		276		42.525		38.525
0x0611-DFC6		27		283		46.525		38.525
0x0611-DFC6		22		278		38.525		42.525
0x0611-DFC6		29		285		42.525		42.525
0x0611-DFC6		21		277		46.525		42.525
0x0611-DFC6		31		287		38.525		46.525
0x0611-DFC6		23		279		42.525		46.525
0x0611-DFC6		30		286		46.525		46.525
0x0611-DFC6		51		307		38.525		50.675
0x0611-DFC6		59		315		42.525		50.675
0x0611-DFC6		52		308		46.525		50.675
0x0611-DFC6		57		313		38.525		54.675
0x0611-DFC6		50		306		42.525		54.675
0x0611-DFC6		58		314		46.525		54.675
0x0611-DFC6		24		280		38.525		58.675
0x0611-DFC6		32		288		42.525		58.675
0x0611-DFC6		49		305		46.525		58.675
0x0611-DFC6		15		271		38.525		62.825
0x0611-DFC6		7		263		42.525		62.825
0x0611-DFC6		14		270		46.525		62.825
0x0611-DFC6		26		282		38.525		66.825
0x0611-DFC6		16		272		42.525		66.825
0x0611-DFC6		8		264		46.525		66.825
0x0611-DFC6		18		274		38.525		70.825
0x0611-DFC6		25		281		42.525		70.825
0x0611-DFC6		19		275		46.525		70.825
0x0611-DFC6		5		261		38.525		74.975
0x0611-DFC6		13		269		42.525		74.975
0x0611-DFC6		6		262		46.525		74.975
0x0611-DFC6		11		267		38.525		78.975
0x0611-DFC6		4		260		42.525		78.975
0x0611-DFC6		12		268		46.525		78.975
0x0611-DFC6		2		258		38.525		82.975
0x0611-DFC6		10		266		42.525		82.975
0x0611-DFC6		3		259		46.525		82.975
0x0760-3EC0		55		439		50.675		50.675
0x0760-3EC0		64		448		54.675		50.675
0x0760-3EC0		56		440		58.675		50.675
0x0760-3EC0		54		438		50.675		54.675
0x0760-3EC0		62		446		54.675		54.675
0x0760-3EC0		63		447		58.675		54.675
0x0760-3EC0		60		444		50.675		58.675
0x0760-3EC0		53		437		54.675		58.675
0x0760-3EC0		61		445		58.675		58.675
0x0760-3EC0		46		430		50.675		62.825
0x0760-3EC0		38		422		54.675		62.825
0x0760-3EC0		45		429		58.675		62.825
0x0760-3EC0		40		424		50.675		66.825
0x0760-3EC0		47		431		54.675		66.825
0x0760-3EC0		39		423		58.675		66.825
0x0760-3EC0		9		393		50.675		70.825
0x0760-3EC0		1		385		54.675		70.825
0x0760-3EC0		48		432		58.675		70.825
0x0760-3EC0		36		420		50.675		74.975
0x0760-3EC0		44		428		54.675		74.975
0x0760-3EC0		37		421		58.675		74.975
0x0760-3EC0		42		426		50.675		78.975
0x0760-3EC0		35		419		54.675		78.975
0x0760-3EC0		43		427		58.675		78.975
0x0760-3EC0		33		417		50.675		82.975
0x0760-3EC0		41		425		54.675		82.975
0x0760-3EC0		34		418		58.675		82.975
0x0760-3EC0		28		412		62.825		38.525
0x0760-3EC0		20		404		66.825		38.525
0x0760-3EC0		27		411		70.825		38.525
0x0760-3EC0		22		406		62.825		42.525
0x0760-3EC0		29		413		66.825		42.525
0x0760-3EC0		21		405		70.825		42.525
0x0760-3EC0		31		415		62.825		46.525
0x0760-3EC0		23		407		66.825		46.525
0x0760-3EC0		30		414		70.825		46.525
0x0760-3EC0		51		435		62.825		50.675
0x0760-3EC0		59		443		66.825		50.675
0x0760-3EC0		52		436		70.825		50.675
0x0760-3EC0		57		441		62.825		54.675
0x0760-3EC0		50		434		66.825		54.675
0x0760-3EC0		58		442		70.825		54.675
0x0760-3EC0		24		408		62.825		58.675
0x0760-3EC0		32		416		66.825		58.675
0x0760-3EC0		49		433		70.825		58.675
0x0760-3EC0		15		299		62.825		62.825
0x0760-3EC0		7		391		66.825		62.825
0x0760-3EC0		14		398		70.825		62.825
0x0760-3EC0		26		410		62.825		66.825
0x0760-3EC0		16		400		66.825		66.825
0x0760-3EC0		8		392		70.825		66.825
0x0760-3EC0		18		402		62.825		70.825
0x0760-3EC0		25		409		66.825		70.825
0x0760-3EC0		19		403		70.825		70.825
0x0760-3EC0		5		389		62.825		74.975
0x0760-3EC0		13		397		66.825		74.975
0x0760-3EC0		6		390		70.825		74.975
0x0760-3EC0		11		395		62.825		78.975
0x0760-3EC0		4		388		66.825		78.975
0x0760-3EC0		12		396		70.825		78.975
0x0760-3EC0		2		386		62.825		82.975
0x0760-3EC0		10		394		66.825		82.975
0x0760-3EC0		3		387		70.825		82.975
0x0760-DEA5		55		503		74.975		50.675
0x0760-DEA5		64		512		78.975		50.675
0x0760-DEA5		56		504		82.975		50.675
0x0760-DEA5		54		502		74.975		54.675
0x0760-DEA5		62		510		78.975		54.675
0x0760-DEA5		63		511		82.975		54.675
0x0760-DEA5		60		508		74.975		58.675
0x0760-DEA5		53		501		78.975		58.675
0x0760-DEA5		61		509		82.975		58.675
0x0760-DEA5		46		494		74.975		62.825
0x0760-DEA5		38		486		78.975		62.825
0x0760-DEA5		45		493		82.975		62.825
0x0760-DEA5		40		488		74.975		66.825
0x0760-DEA5		47		495		78.975		66.825
0x0760-DEA5		39		487		82.975		66.825
0x0760-DEA5		9		457		74.975		70.825
0x0760-DEA5		1		449		78.975		70.825
0x0760-DEA5		48		496		82.975		70.825
0x0760-DEA5		36		484		74.975		74.975
0x0760-DEA5		44		492		78.975		74.975
0x0760-DEA5		37		485		82.975		74.975
0x0760-DEA5		42		490		74.975		78.975
0x0760-DEA5		35		483		78.975		78.975
0x0760-DEA5		43		491		82.975		78.975
0x0760-DEA5		33		481		74.975		82.975
0x0760-DEA5		41		489		78.975		82.975
0x0760-DEA5		34		482		82.975		82.975
0x0760-DEA5		28		476		87.125		38.525
0x0760-DEA5		20		468		91.125		38.525
0x0760-DEA5		27		475		95.125		38.525
0x0760-DEA5		22		470		87.125		42.525
0x0760-DEA5		29		477		91.125		42.525
0x0760-DEA5		21		469		95.125		42.525
0x0760-DEA5		31		479		87.125		46.525
0x0760-DEA5		23		471		91.125		46.525
0x0760-DEA5		30		478		95.125		46.525
0x0760-DEA5		51		499		87.125		50.675
0x0760-DEA5		59		507		91.125		50.675
0x0760-DEA5		52		500		95.125		50.675
0x0760-DEA5		57		505		87.125		54.675
0x0760-DEA5		50		498		91.125		54.675
0x0760-DEA5		58		506		95.125		54.675
0x0760-DEA5		24		472		87.125		58.675
0x0760-DEA5		32		480		91.125		58.675
0x0760-DEA5		49		497		95.125		58.675
0x0760-DEA5		15		463		87.125		62.825
0x0760-DEA5		7		455		91.125		62.825
0x0760-DEA5		14		462		95.125		62.825
0x0760-DEA5		26		474		87.125		66.825
0x0760-DEA5		16		464		91.125		66.825
0x0760-DEA5		8		456		95.125		66.825
